**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.78000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 77986.10503490  60821.69990712      100000     7.79861e-01     3.37412e-05
155968.47650254 121637.36150637      200000     7.79842e-01     3.26660e-05
233946.55292757 182445.99109367      300000     7.79822e-01     3.11967e-05
311930.01067097 243263.29268853      400000     7.79825e-01     3.11595e-05
389913.97416487 304081.56254621      500000     7.79828e-01     3.14961e-05
467896.84893260 364898.09823636      600000     7.79828e-01     3.16603e-05
545881.28277837 425717.02691078      700000     7.79830e-01     3.17223e-05
623862.10817690 486530.12757882      800000     7.79828e-01     3.15188e-05
701843.41718839 547344.11029846      900000     7.79826e-01     3.15025e-05
779822.25606371 608154.36843346     1000000     7.79822e-01     3.16174e-05
857804.26102418 668969.32570667     1100000     7.79822e-01     3.14943e-05
935785.55566471 729783.49490295     1200000     7.79821e-01     3.16581e-05
1013768.73027488 790600.54662736     1300000     7.79822e-01     3.17587e-05
1091753.93815608 851420.65998610     1400000     7.79824e-01     3.17666e-05
1169737.97272601 912238.99005072     1500000     7.79825e-01     3.18046e-05
1247717.70275346 973050.58490892     1600000     7.79824e-01     3.18243e-05
1325702.04220467 1033869.22634973     1700000     7.79825e-01     3.17578e-05
1403685.10683206 1094686.27980199     1800000     7.79825e-01     3.19211e-05
1481663.70639673 1155495.98063778     1900000     7.79823e-01     3.18627e-05
1559644.39235008 1216308.80528099     2000000     7.79822e-01     3.17450e-05
