      100000    -3006.5095830728       93.6415882538   -3.00650958e-02    3.25058952e-05  |       -109.05359520       -107.36855502         87.60325605        151.63673208      1.31871433e+02  |       -109.38373596       -109.04932197       -106.44538192       -105.94791418       -108.97707190       -104.31410162       -107.08708381       -109.41745852       -108.79548308       -107.12834860       -105.84796441       -109.42871839       -107.84292166       -109.21002884       -109.23388022       -108.34805812       -109.44128974       -107.13192211       -108.89807672       -103.92875204       -109.48133806       -107.47229185       -101.67675694       -109.15790219       -101.03664338       -109.47619579       -109.39503684       -109.45805686       -105.04422109       -102.86333804       -108.84603170       -106.02843409
      200000    -3007.5005928802       94.0454921686   -3.00750059e-02    3.59489401e-05  |       -108.49550818       -107.95206208         86.34886713        109.35807933      8.77548844e+01  |       -106.04097547       -108.02973349       -108.95334492       -109.22528392       -107.62017760       -108.82849859       -108.81733357       -107.51289338       -109.19308356       -109.44942453       -109.19865392       -108.69360882       -108.70114485       -109.40773575       -108.96598411       -106.69966925       -105.71322265       -107.15227514       -108.78609517       -109.15296922       -107.36943076       -106.25817580       -108.12973059       -109.49775038       -103.67290532       -108.83613791       -108.43396889       -108.61878789       -109.48965144       -109.26132832        -99.28110221       -109.47490912
      300000    -3007.8875749710       93.8124750150   -3.00788757e-02    3.33859838e-05  |       -105.64931153       -106.34083453         72.16446778        146.63099221      1.12454625e+02  |       -101.55922521       -109.08735797       -108.87496587       -109.48662255       -108.40540383       -109.10094942       -109.49574518       -109.35783808        -89.68441492       -108.06014910       -105.06160030       -109.34800947        -98.93561699       -105.67792741       -106.39657985       -108.98962886       -107.24334393       -109.47114699       -107.06752358       -104.00838560       -109.49539724       -108.76841858       -107.24621527       -108.58644167       -105.53517073        -91.73951071       -109.49319834       -106.66035465       -109.38095475       -108.06093687       -104.71726381       -107.91040729
      400000    -3004.3759417253       93.6441713351   -3.00437594e-02    3.38142334e-05  |       -109.39820337       -106.13781835         94.18563403        132.66619521      1.20714011e+02  |        -92.34447693       -109.49771167       -109.46221962       -103.13700241       -108.30521360       -109.32206533       -107.87609223       -107.99649282       -100.28395805       -109.24824150       -104.48059423       -108.11694788       -104.43218305       -107.07728700       -109.13875231       -103.67196833       -101.43839304       -109.33738737       -108.11539705       -107.29722854       -101.37927712       -107.32654275       -108.08750057       -108.26946538       -106.78242940       -107.84002841       -102.41579188       -109.49572469       -107.27047280       -100.38223724       -108.38467710       -108.19642694
      500000    -3007.3111885739       93.5998108370   -3.00731119e-02    3.16060499e-05  |       -109.25265708       -105.21638420         84.23082498        143.75415668      1.22768597e+02  |       -109.30706440       -109.24997608       -100.32773046       -108.83276924       -104.71618679        -92.07860423       -105.46106105       -106.33370550       -108.87240468       -108.70925335       -107.38104568       -107.32467011       -100.95003020       -107.12162963       -107.60304136        -91.86360443        -90.03699792       -100.11592238       -109.11961697       -108.85402831       -108.33379128       -103.38531146       -105.03731632       -106.91311892       -109.40083590       -109.42487305       -107.52739437       -107.70362971       -108.53579102       -108.18769660        -98.75290433       -109.46228867
      600000    -3006.1399961730       93.5258144629   -3.00614000e-02    3.15703770e-05  |       -109.17075646       -105.83392587         93.29032853        144.73514114      1.32191544e+02  |       -109.42738728       -104.96088771       -107.31967772       -105.29101016       -105.55748452       -108.24860991       -109.42775532       -103.52805061       -109.33866680       -107.02390495       -107.65653045       -107.95679456       -108.64996190       -109.35862622       -107.18483891        -88.17492537       -104.83664719        -97.81122615       -105.93894078       -109.48805265       -102.34717063       -109.21020582       -106.28933980       -107.50841528       -109.46836688       -107.08420872       -108.03788220       -108.67165479       -108.65379929        -88.73898492       -108.26919156       -105.22642884
      700000    -3005.6598261524       93.7175520960   -3.00565983e-02    3.37764219e-05  |       -109.42633308       -106.85850726         98.42392353        142.82293079      1.34388347e+02  |       -109.16844966       -104.94292165       -109.40808115       -105.42835568       -109.00511299       -109.49438622       -109.17378257       -104.69652502       -109.30576426        -99.39684168       -105.48973895       -107.50318736        -97.87246119       -105.29593780       -104.82937626       -107.33178496       -109.49751032       -107.34579132       -108.27643659       -102.13026964       -107.19993117       -106.54065530       -109.22341842       -109.45856167       -108.50835037       -108.73440299       -109.19728619       -107.57265355       -109.20607521       -103.59720747       -109.38396036       -105.25701451
      800000    -3006.1731165061       93.8860964938   -3.00617312e-02    3.51532843e-05  |       -107.08293950       -104.51186451         86.45840989        129.05147409      1.10998019e+02  |       -103.53958825       -105.30374404        -95.04413359       -107.54685290       -108.39475794       -107.88205715       -107.47786133       -106.47557760       -103.89833646       -107.91488860       -105.88440503       -108.31488196       -101.22753523       -109.13116940       -106.77591996       -106.56840231        -88.05068661        -99.29360629       -107.40154110       -108.87762306       -103.47902495       -108.15611703        -96.84466288       -109.49478705       -101.98748979       -106.59338181       -107.19002688       -105.72758605       -103.24271788       -108.67490355        -99.24644193        -98.73895560
      900000    -3005.5490257947       93.2950307531   -3.00554903e-02    2.96178129e-05  |       -109.42068632       -107.08265953         98.92784646        142.32293833      1.34168125e+02  |       -107.19990929       -109.47067182        -94.02317263       -109.35468345       -109.47672852       -107.44015198       -108.79366652       -109.46009068       -105.29332674       -108.54156277       -107.28655005       -103.45660598       -109.31925046       -107.44195082       -108.87502301       -106.98971544       -108.88960745       -109.32938206       -108.88881475       -108.34000958        -99.90590018       -109.30540728       -102.55509379       -104.11709968       -108.21817541       -109.42386566       -105.54917554       -109.17927810       -106.88731633       -109.02062381       -106.77940828       -107.83288691
     1000000    -3004.4230473348       93.9516401828   -3.00442305e-02    3.68606171e-05  |       -109.46601139       -106.60583206         86.36039270        132.35440607      1.12108967e+02  |       -108.95638119       -108.36286626        -98.67071245       -107.29624191       -109.14258475       -108.19799263       -106.43700556       -109.49606462       -104.09951977       -105.62621243       -109.46252705       -109.38106301       -103.25202177       -106.34737998       -108.70418337       -105.96265708       -106.42225416       -105.74787873       -106.95524983       -109.41481422       -105.69774052       -103.43857160       -105.68498045       -109.36582475       -102.04854876       -109.22854553       -109.48044022       -108.85193508       -106.78643538       -101.40119075       -102.63101208       -108.83579007
