      100000    36994.4898506988    13688.7873210271    3.69944899e-01    2.86452789e-05  |       -107.89551811       -104.39531467         84.00275921         84.41078005      6.40182246e+01  |       -109.31051833       -108.25260316       -104.31010893       -109.47799564       -109.12764067       -107.31090253       -107.12572651       -108.14834450       -107.16625242       -106.07300883       -107.92719289       -106.55168782        -99.92715827        -96.70383505        -78.21105885        -98.76635042       -103.15839628       -109.36588368       -107.94671883       -109.49569901       -108.92706857       -107.11446773        -87.11701632       -100.81899412       -102.00081943       -101.50255373       -105.89408978       -108.04829212       -109.11664888        -98.95612377       -108.05100785       -108.74590451
      200000    36993.5098868493    13688.8286349190    3.69935099e-01    3.63089743e-05  |       -108.78843174       -106.37612975         82.89628731        125.54887624      1.02069034e+02  |        -94.21415871       -102.73537449       -109.05374645       -109.45110414       -109.13811822       -102.20582620       -108.31585084       -107.68816737       -105.90635373       -109.02973343       -108.29158095       -108.91863036       -108.00674613       -101.48634848       -103.28638383       -105.99297689       -108.83382551       -107.55986996        -96.10484760       -103.00431585       -109.45883657       -109.48940360       -109.49426257       -108.05959102       -103.85806982       -108.02171761       -109.03714705       -107.02225045       -107.82923143       -109.49683503       -107.52687194       -105.51797579
      300000    36992.3134806080    13687.3665407805    3.69923135e-01    3.05397430e-05  |       -109.49734667       -107.05155260         81.55918723        120.95940312      9.54670378e+01  |        -95.41004841       -105.83069954       -108.40980911       -109.09901397       -106.16857342       -109.45809369       -107.99414915       -108.75674404       -109.23310030       -103.97139099       -105.76679753       -109.45371500       -107.13327758       -108.85264742       -104.41915419       -109.21510614       -108.22148566       -109.26772637       -105.07727851       -108.65363309       -109.42637844       -105.89657775       -108.94629965       -109.09245741       -107.74357862       -108.23427420       -109.46761509       -106.38574352        -96.84797122       -108.08287907       -106.01964483       -109.11381916
      400000    36992.0655099344    13687.0964520999    3.69920655e-01    2.96734519e-05  |       -109.49237068       -106.31930377         92.15916041        154.28974154      1.40129598e+02  |       -107.84101953       -109.19794972       -109.34849914       -109.33271789       -108.20877342       -102.99699786       -109.36774979       -109.18291721       -104.31742062       -105.70420416       -109.37311659        -95.75865388       -109.31301195       -109.34235443       -109.49758774       -109.41141189       -109.29730344       -105.52619493       -109.49204596       -109.49676835       -103.97685513        -98.63376715       -106.60270489       -106.96701603        -98.19972907       -106.24283815       -109.33645972        -93.46599396        -99.22734168       -109.23754525       -109.43464443       -108.88612652
      500000    36992.0912912695    13687.1849888896    3.69920913e-01    3.03680787e-05  |       -109.18295375       -104.07505282        101.82659788        144.52126690      1.42272812e+02  |       -108.97403745       -108.91926368       -109.23985256       -102.86034338       -105.35141181        -91.93769290       -107.27912042       -104.47988155        -93.09857636       -106.09688931       -109.03881497        -90.62932334       -109.34605276       -108.79592929       -105.81728020       -105.90363208        -94.36837110       -108.02376624        -97.63184319       -109.39884210       -108.71214801        -83.16752945       -109.14911022       -109.36422540        -97.55479971       -103.52714006       -103.22686033       -105.62050157       -106.04278013       -109.39060452       -109.49534972       -107.95971643
      600000    36992.5839132574    13688.1921087423    3.69925839e-01    3.67946295e-05  |       -109.15859148       -104.41334898         79.25378847        130.36080973      1.05201249e+02  |       -100.90954523       -109.49701040       -109.26318212       -109.14217359       -106.85808483       -102.98614232       -108.73068069       -105.46294014       -109.33599098       -104.98617286       -108.52970594       -108.68251278       -105.38575933       -107.60991985       -105.79974427        -96.09119637        -58.64363398        -94.98739434       -100.92566614       -103.83436245       -107.34578873       -107.88541557       -108.50095787       -103.90037182       -104.12662249       -102.04603386       -108.21176017       -109.39740155       -109.26825262       -105.45748259       -109.32816806       -108.09709333
      700000    36993.5727619650    13688.3028526755    3.69935728e-01    3.05859573e-05  |       -109.47074531       -106.58635619         89.56868649        130.17596489      1.13158295e+02  |       -108.10047506       -106.10054243       -109.17950585       -109.18808718       -109.02695373       -109.47339962       -109.34777358       -109.48656513       -108.12464747       -109.17882592       -107.37697972       -107.49240960       -109.49039807       -103.44724959       -102.91847652       -104.86941324       -102.59805614       -108.38255085       -108.73549766       -104.39896963       -109.24746412       -109.49772298        -88.53014078       -109.49609386       -103.48648066       -108.69696464       -109.36259368       -102.93410505       -109.19417124       -108.93255657       -102.48669187       -101.98163548
      800000    36994.4649471347    13688.9748997711    3.69944649e-01    3.07053252e-05  |       -109.49773339       -108.01966252         92.04468967         97.60369438      8.16287215e+01  |       -107.10427226       -109.32900601       -109.16675356       -108.92702557       -108.26532445       -100.57997608       -108.01808112       -108.06946391       -108.69594653       -109.42580042       -107.98446197       -108.29738131       -108.79818164       -104.81269292       -109.34330382       -108.41419284       -107.56110779       -109.00567753       -109.49712887       -103.96281961       -109.49597118       -107.73501637       -108.49756973       -108.85802893       -109.42634794       -109.27221779       -108.87047393       -106.41574953       -109.44882124       -108.33636532       -108.02746884       -106.98657172
      900000    36991.3156296775    13686.7576998509    3.69913156e-01    3.18337971e-05  |       -109.49639982       -105.18068607         98.62602471        140.59265774      1.34037996e+02  |        -85.88504862       -102.44272332       -104.98558528        -99.62357538       -109.06966988       -108.33588206       -106.85211027       -109.02556564       -105.13642530       -107.14347970       -109.36713263       -109.38251118       -108.79548070       -105.75010497       -108.13298099        -98.08090815        -96.97481328        -93.77675881       -109.47755171       -104.75850683       -103.94681496       -108.46542333       -109.14888322       -104.83588464       -107.13464639       -107.22753786       -108.13801588       -106.66377701       -105.51845363       -109.31036754       -103.07762049       -109.31771452
     1000000    36994.6579899004    13689.2987198152    3.69946580e-01    3.25152192e-05  |       -108.62017410       -104.01637220         82.76168445        132.79284968      1.11538162e+02  |       -108.68569784       -109.49761978       -109.41000381       -109.42100372       -105.90840017       -109.08055066       -104.68341333        -99.28706915       -101.33468578        -91.65397576        -99.20113097       -107.50385906       -100.80708434       -109.29897682       -109.40932132       -107.51385897        -96.52389479        -95.36363166       -106.43441143        -98.24901699       -107.11838167       -107.94660441       -102.37299392        -93.57344086        -98.75909038       -102.82435836        -99.18686349       -107.24376217       -106.90445304       -106.67393040       -107.76123063       -108.89119473
