**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 1.01000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
101160.05870630 102337.37793509      100000     1.01160e+00     3.80316e-05
202337.62987766 204710.03634900      200000     1.01169e+00     3.72701e-05
303517.43203752 307087.16021091      300000     1.01172e+00     3.68501e-05
404695.31608105 409460.36385229      400000     1.01174e+00     3.65418e-05
505875.65940513 511838.77200856      500000     1.01175e+00     3.68129e-05
607050.61451493 614206.16012073      600000     1.01175e+00     3.67986e-05
708228.02396791 716578.44447202      700000     1.01175e+00     3.66882e-05
809407.39067027 818954.97405645      800000     1.01176e+00     3.69612e-05
910582.64950979 921322.97259968      900000     1.01176e+00     3.69306e-05
1011753.38539312 1023681.83567082     1000000     1.01175e+00     3.69228e-05
1112925.52783557 1126043.55666105     1100000     1.01175e+00     3.69271e-05
1214101.13631814 1228412.31667605     1200000     1.01175e+00     3.69519e-05
1315278.52937390 1330784.62684858     1300000     1.01175e+00     3.69261e-05
1416450.18860280 1433145.26069864     1400000     1.01175e+00     3.68511e-05
1517628.01213560 1535518.43373775     1500000     1.01175e+00     3.68300e-05
1618807.78228076 1637895.58308287     1600000     1.01175e+00     3.68347e-05
1719986.36030070 1740270.37205854     1700000     1.01176e+00     3.68695e-05
1821159.37887303 1842633.87732419     1800000     1.01176e+00     3.68815e-05
1922332.51139557 1944997.75304982     1900000     1.01175e+00     3.69658e-05
2023508.88886088 2047367.97961607     2000000     1.01175e+00     3.69340e-05
