**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.75000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 74987.00696620  56233.58525412      100000     7.49870e-01     3.07312e-05
149973.54570190 112466.53977683      200000     7.49868e-01     3.10886e-05
224957.75080605 168696.04599817      300000     7.49859e-01     3.13795e-05
299941.25596873 224924.36477493      400000     7.49853e-01     3.11805e-05
374925.13806426 281153.37279759      500000     7.49850e-01     3.13090e-05
449913.10035738 337388.87363083      600000     7.49855e-01     3.20175e-05
524895.38069531 393615.58326188      700000     7.49851e-01     3.21380e-05
599875.05117292 449838.26617347      800000     7.49844e-01     3.20874e-05
674856.24475517 506063.31572715      900000     7.49840e-01     3.21396e-05
749840.12537804 562292.05181056     1000000     7.49840e-01     3.18382e-05
824821.28247005 618516.92789022     1100000     7.49838e-01     3.17956e-05
899805.75749629 674746.83016935     1200000     7.49838e-01     3.18021e-05
974794.06711454 730982.26930142     1300000     7.49842e-01     3.16431e-05
1049776.59168803 787209.37006768     1400000     7.49840e-01     3.17478e-05
1124762.42264800 843441.51699820     1500000     7.49842e-01     3.18969e-05
1199747.51286508 899672.25726704     1600000     7.49842e-01     3.18426e-05
1274733.12324419 955903.83778961     1700000     7.49843e-01     3.18300e-05
1349716.10927438 1012131.47114678     1800000     7.49842e-01     3.18125e-05
1424698.47448555 1068358.35462680     1900000     7.49841e-01     3.18921e-05
1499683.02817310 1124588.35908427     2000000     7.49842e-01     3.18833e-05
