**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.50000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 49993.12297719  24996.06292287      100000     4.99931e-01     2.93947e-05
 99979.19185455  49985.45933596      200000     4.99896e-01     3.13266e-05
149970.77540700  74980.29027316      300000     4.99903e-01     3.17067e-05
199962.30555650  99975.18570696      400000     4.99906e-01     3.21915e-05
249952.78453846 124968.66850973      500000     4.99906e-01     3.17590e-05
299943.80577622 149962.43977596      600000     4.99906e-01     3.10479e-05
349932.28368778 174954.06201786      700000     4.99903e-01     3.11025e-05
399925.52194250 199950.27486488      800000     4.99907e-01     3.09325e-05
449917.12453663 224944.92014963      900000     4.99908e-01     3.08755e-05
499910.08857492 249940.96544668     1000000     4.99910e-01     3.08688e-05
549902.79180651 274936.72890081     1100000     4.99912e-01     3.08441e-05
599893.63460195 299930.31853483     1200000     4.99911e-01     3.05621e-05
649885.79103884 324925.69440666     1300000     4.99912e-01     3.06872e-05
699875.44920898 349918.56207711     1400000     4.99911e-01     3.07870e-05
749865.34612438 374911.63513720     1500000     4.99910e-01     3.08513e-05
799856.38010191 399905.87472807     1600000     4.99910e-01     3.09261e-05
849849.81814688 424902.95344532     1700000     4.99912e-01     3.12483e-05
899840.44312405 449896.76077344     1800000     4.99911e-01     3.12797e-05
949832.20377640 474891.58933478     1900000     4.99912e-01     3.12478e-05
999819.78767225 499882.30818262     2000000     4.99910e-01     3.12521e-05
