**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 1.13000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
113132.91804618 127993.60864708      100000     1.13133e+00     3.03719e-05
226273.42075593 256004.22196841      200000     1.13137e+00     2.95863e-05
339407.93601313 384001.42530055      300000     1.13136e+00     2.97840e-05
452548.04890567 512011.24243400      400000     1.13137e+00     2.97525e-05
565682.88872156 640009.43004532      500000     1.13137e+00     3.03377e-05
678819.22397225 768010.90451791      600000     1.13137e+00     3.05663e-05
791948.76654875 895997.10220566      700000     1.13136e+00     3.08627e-05
905079.83454492 1023986.49933921      800000     1.13135e+00     3.07696e-05
1018212.58688935 1151979.28379244      900000     1.13135e+00     3.02263e-05
1131349.98307895 1279982.99536015     1000000     1.13135e+00     3.02111e-05
1244487.45678005 1407987.09356531     1100000     1.13135e+00     3.03908e-05
1357627.92182587 1535997.88080765     1200000     1.13136e+00     3.04742e-05
1470761.77639007 1663993.39089006     1300000     1.13136e+00     3.02990e-05
1583898.29504054 1791995.06795382     1400000     1.13136e+00     3.02480e-05
1697030.30484745 1919986.46299567     1500000     1.13135e+00     3.01506e-05
1810163.45261245 2047980.51879489     1600000     1.13135e+00     3.01191e-05
1923297.36951991 2175976.23322390     1700000     1.13135e+00     3.00432e-05
2036433.17097745 2303976.41241121     1800000     1.13135e+00     3.00872e-05
2149568.22697018 2431974.77254018     1900000     1.13135e+00     3.00569e-05
2262702.88737624 2559972.38946971     2000000     1.13135e+00     3.01056e-05
