**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.38000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 37994.58500040  14438.68107389      100000     3.79946e-01     2.79618e-05
 75985.97101161  28875.28425821      200000     3.79930e-01     2.97265e-05
113977.99743781  43312.56713650      300000     3.79927e-01     3.09582e-05
151969.18045753  57749.46442812      400000     3.79923e-01     3.22123e-05
189962.08320223  72187.29636509      500000     3.79924e-01     3.22205e-05
227954.51721351  86624.92798484      600000     3.79924e-01     3.24858e-05
265948.16604889 101063.23849760      700000     3.79926e-01     3.23264e-05
303942.22031231 115501.91482329      800000     3.79928e-01     3.22790e-05
341933.14943128 129938.00890461      900000     3.79926e-01     3.20115e-05
379925.58445705 144375.41750576     1000000     3.79926e-01     3.19678e-05
417918.92816743 158813.45603865     1100000     3.79926e-01     3.18770e-05
455910.53622309 173250.20610914     1200000     3.79925e-01     3.18266e-05
493903.76056822 187688.20410195     1300000     3.79926e-01     3.17992e-05
531896.86389597 202126.01368130     1400000     3.79926e-01     3.17068e-05
569890.59907715 216564.20463073     1500000     3.79927e-01     3.15609e-05
607883.94240079 231002.28212670     1600000     3.79927e-01     3.15484e-05
645876.07410100 245439.31362042     1700000     3.79927e-01     3.14637e-05
683868.64830364 259876.68735906     1800000     3.79927e-01     3.13917e-05
721861.59161175 274314.41424465     1900000     3.79927e-01     3.13655e-05
759851.35303783 288749.64861675     2000000     3.79926e-01     3.13046e-05
