**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.71000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 70986.30822122  50393.90185720      100000     7.09863e-01     3.34231e-05
141970.18461538 100784.26472263      200000     7.09851e-01     3.29906e-05
212954.16530792 151174.41265319      300000     7.09847e-01     3.16364e-05
283939.77611549 201567.39829113      400000     7.09849e-01     3.22678e-05
354924.69735066 251958.86429365      500000     7.09849e-01     3.15654e-05
425909.23555067 302350.07206068      600000     7.09849e-01     3.15731e-05
496894.73457218 352742.31582388      700000     7.09850e-01     3.11099e-05
567877.02226228 403130.54309800      800000     7.09846e-01     3.14407e-05
638863.13925757 453523.95332119      900000     7.09848e-01     3.14164e-05
709848.65384661 503916.39496731     1000000     7.09849e-01     3.12836e-05
780833.96364846 554308.59965180     1100000     7.09849e-01     3.12238e-05
851817.23874332 604698.07861365     1200000     7.09848e-01     3.13098e-05
922804.62007276 655093.47071249     1300000     7.09850e-01     3.14468e-05
993789.16835672 705484.41981648     1400000     7.09849e-01     3.12636e-05
1064774.81345301 755876.81699654     1500000     7.09850e-01     3.10321e-05
1135760.92944856 806270.11587565     1600000     7.09851e-01     3.09752e-05
1206745.71870304 856661.65732044     1700000     7.09850e-01     3.09993e-05
1277728.76006986 907050.94686896     1800000     7.09849e-01     3.11482e-05
1348712.46741460 957440.96887580     1900000     7.09849e-01     3.11693e-05
1419697.49800974 1007833.56740704     2000000     7.09849e-01     3.15372e-05
