**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 1.10000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
110248.19427086 121549.52726665      100000     1.10248e+00     2.88387e-05
220507.39396146 243123.10788493      200000     1.10254e+00     2.77696e-05
330762.09398653 364687.07089451      300000     1.10254e+00     2.84272e-05
441021.91414398 486262.49023528      400000     1.10255e+00     2.91709e-05
551270.16921573 607812.41459317      500000     1.10254e+00     2.96313e-05
661520.34108888 729366.25962168      600000     1.10253e+00     2.94281e-05
771771.04933538 850921.56294644      700000     1.10253e+00     2.96765e-05
882028.71361826 972492.23752964      800000     1.10254e+00     2.99037e-05
992277.53476809 1094043.19191412      900000     1.10253e+00     2.98355e-05
1102540.38167578 1215624.92649115     1000000     1.10254e+00     2.96333e-05
1212795.46576263 1337189.54332999     1100000     1.10254e+00     2.94677e-05
1323048.95663264 1458750.92427231     1200000     1.10254e+00     2.95608e-05
1433301.19708660 1580309.62950874     1300000     1.10254e+00     2.97022e-05
1543558.07970584 1701878.49385725     1400000     1.10254e+00     2.97684e-05
1653809.79796320 1823435.74156955     1500000     1.10254e+00     2.96731e-05
1764060.61774284 1944991.00248789     1600000     1.10254e+00     2.95863e-05
1874314.17584743 2066552.33668602     1700000     1.10254e+00     2.95303e-05
1984570.66288441 2188120.34895159     1800000     1.10254e+00     2.96025e-05
2094830.70058891 2309696.12165144     1900000     1.10254e+00     2.96308e-05
2205078.85666847 2431245.58954542     2000000     1.10254e+00     2.96037e-05
