      100000      995.1211951931       12.6223432237    9.95121195e-03    2.71968129e-05  |       -108.75338530       -107.00135548         89.47445524         83.43480730      6.59079071e+01  |       -107.44645873       -109.49179056       -109.44310734       -106.43968786       -106.15795451       -108.86682782       -107.60804012       -109.29720573       -108.60434613       -109.16227723       -107.29574311       -106.36344668        -78.31185830       -109.45610566       -105.87894528       -106.56898796       -105.90220100       -109.19053217       -109.48206800       -108.08732398       -109.48422308       -109.49146380       -102.36283231       -108.70942740       -108.51845785       -109.48326163       -108.08003912       -108.17978831       -108.93710632       -108.42598262       -109.35189312       -103.96399159
      200000      994.6609743654       12.9120440999    9.94660974e-03    3.01853956e-05  |       -109.02568764       -107.95281250         83.36934250        111.62695594      8.70434859e+01  |       -109.04268689       -109.47223241       -107.33252977       -105.45424196       -108.79559068       -106.83455996       -109.44260705       -107.06668443       -108.20240336       -107.19438338       -109.49649101       -109.04550619       -109.29543004       -106.53205296       -103.68365156       -109.27379051       -109.43061905       -108.70651020       -108.18817712       -109.14115081       -107.87741560       -109.12584157       -109.36038884       -103.93072922       -104.79059087       -108.89427350       -107.29123081       -108.94367706       -109.39783135       -108.46199220       -106.98337902       -107.80135049
      300000      992.3125225766       12.7485202638    9.92312523e-03    2.90167884e-05  |       -108.79260837       -107.49498118         84.62137520        123.13081006      1.00257204e+02  |        -98.52677026       -109.10381584       -108.42298723       -109.17173252       -106.94707630       -102.21218843       -108.83861657       -109.39340874       -107.85460664       -103.54414343       -109.28489185       -109.03390562       -108.31086650       -109.33274434       -103.82979154       -106.30982963       -105.65605408       -109.22421367       -107.85306418       -107.23471026       -109.12150868       -109.15255875       -109.49736997       -108.74152049       -108.43889785       -108.77204842       -105.34242894       -107.94675328       -108.00354019       -107.31783320       -109.43387704       -107.98564330
      400000      994.8658654157       13.1931198894    9.94865865e-03    3.29553899e-05  |       -109.49247926       -106.67352850         85.98436458        129.76348245      1.09074319e+02  |        -99.01875781       -104.05096985       -108.86950280       -104.61711715       -108.29922311       -106.50525376       -108.47096763       -109.49271075       -108.42709422       -105.32223974       -107.62707677       -101.00035335       -109.15865476       -109.44147305       -107.67125626       -107.80512716       -108.23645468       -109.13793322       -108.99055451       -107.03565191       -109.48761272       -108.12604461       -107.03356733       -105.79752057       -103.65774347       -109.44579596       -106.86470849       -108.99320276       -108.44412710       -101.87329437       -100.21933475       -104.43158750
      500000      991.4362810847       12.7540859053    9.91436281e-03    2.92462691e-05  |       -108.78273555       -107.65216630         90.74055468        145.63582755      1.28724216e+02  |       -108.49114955       -109.42394179       -109.43794314       -109.09423022       -109.12825076       -108.74568719       -108.83864196       -104.72195536       -108.76201609       -108.90462599       -107.83987604       -105.09072454       -107.76775500       -108.16047259       -107.95851940       -109.03197087       -107.47391383       -107.66858777       -109.47945681       -109.40134035       -109.48111732       -109.41327587       -109.12303115       -106.89779269       -109.35527352       -108.81387397       -108.66345165       -109.45894412        -99.23964635       -109.31529370        -91.05648653       -108.63007533
      600000      990.0268319152       13.0376774518    9.90026832e-03    3.23614617e-05  |       -109.46045850       -108.18999738         87.92039709        149.77608598      1.29506486e+02  |       -109.48445444       -107.41071666       -106.62761435       -107.92051308       -103.01374081       -109.33511824       -108.52167964       -109.21564403       -108.28011357       -108.92767595       -108.62723845       -108.89296152       -109.21312733       -108.42059930       -107.17232597       -108.05909864       -109.45903778       -109.31731266       -109.47959909       -108.82509807       -109.24187703       -109.11186110       -108.87064479       -107.30683174       -108.13865843       -105.58728269       -105.00901077       -106.50727878       -109.49766285       -109.49366590       -107.80991470       -109.30155774
      700000      993.5513677015       12.8719457751    9.93551368e-03    3.00050257e-05  |       -109.07344349       -107.84676098         93.13492064        143.41835692      1.28706517e+02  |       -109.42490947       -108.31893172       -100.81716024       -109.49096819       -105.00677523       -106.91089938       -109.45202707       -109.18556554       -109.21966788       -109.22678321       -104.45985768       -107.97532285       -108.81796091       -109.47105819       -108.90073789       -108.99823727       -109.46444582       -106.94549109       -107.96951605       -108.90676431       -104.99526828       -109.28240325       -109.48307535       -109.21128645       -108.90504191       -108.33982197       -109.48826909       -109.33135906       -108.35090669       -108.02042026        -99.13331734       -107.59210182
      800000      996.4006058745       12.7449688038    9.96400606e-03    2.81682713e-05  |       -109.17100428       -105.36550368         94.55145352        132.37814190      1.21564092e+02  |       -103.01561133       -102.44634208        -95.75331262       -106.16906865       -107.85380481        -94.36672727        -99.88364416       -109.48458563       -109.26971293       -109.14925698       -108.92068281       -109.46856343       -104.13310277       -107.63000512       -108.37447019       -109.13462506       -109.48104338       -104.90969321       -109.49148887       -107.53566273       -108.07504284       -109.21941905       -105.40063480       -109.35075622       -106.61079579       -104.87632088        -87.22234811       -104.85347903       -103.61181983       -104.78230953       -105.20638111       -106.01540655
      900000      991.9065506819       12.9936722541    9.91906551e-03    3.15488620e-05  |       -109.32643663       -107.15539160         85.72052075        139.71580303      1.18280932e+02  |       -106.55201033       -107.12037183       -107.64273301       -108.31476752       -107.92291877       -109.13318931       -107.90263558       -103.95154471       -109.35825181       -101.96659951       -105.67186852       -109.45518625       -108.97979272       -106.85339439       -105.89936866        -96.57180853       -106.99684967       -109.49775157       -109.31115793       -107.65240976       -108.37331121       -107.86906531       -102.83292657       -109.27947801       -108.51387590       -109.09349086       -108.05582352       -107.81109794       -109.44841395       -109.36529780       -107.63916769       -103.93597209
     1000000      993.9880906802       12.7155619454    9.93988091e-03    2.83543870e-05  |       -107.51240092       -108.21754942         81.72971138        129.16899347      1.02681155e+02  |       -108.84255622       -109.21979802       -109.38072740       -109.02016413       -109.30951326       -108.64817923       -108.39835347       -107.49804923       -106.44400686       -109.07246045       -105.00624841       -109.17229290       -109.14432280       -108.83010656       -108.92899203       -109.28990040       -105.21730401       -106.88432445       -108.22278508       -109.44274111       -109.48719826       -109.13206201       -109.07522536       -107.94455037       -100.13565284       -107.56883605       -109.08490019       -108.42922863       -109.38492344       -108.00270888       -109.47112704       -109.27234248
     1100000      989.4190713714       13.1392883456    9.89419071e-03    3.34978736e-05  |       -108.84701216       -106.84752551         92.87535043        151.76761619      1.37795441e+02  |       -106.36349017       -109.15512431       -109.30110582       -105.84557132       -108.84424144       -109.42815150        -98.67000985       -104.68752666       -107.27860591       -109.41445758       -109.37549219       -102.25541604       -109.13096318       -108.67115217       -109.15122127       -108.57932747       -105.90838663       -105.48420123       -106.99893076       -104.15523156       -108.43896763        -97.48604147       -106.75554988       -109.39759580       -109.39928727       -108.35185941       -100.66976377       -107.85881674       -108.92355171       -106.29734120       -108.59982094       -108.24361343
