      100000    -8008.0271762716      644.3291802050   -8.00802718e-02    3.04418765e-05  |       -109.47998243       -106.56658628         88.76832824        159.71575899      1.41917501e+02  |       -108.62917876       -103.26070149       -108.88525741       -105.28174224       -105.14131478       -109.02522042       -109.06754383       -109.26764915       -106.37430107       -108.09393588       -109.49773246       -105.86361131       -109.49745434       -108.35666807       -108.00644763       -109.48059959       -101.99820170       -108.44662504       -108.37225559       -108.76600554       -109.19879008       -107.02568718       -109.48784348        -95.23409017       -107.00803572       -108.09455786        -88.75387039       -107.47821937       -101.85482072       -109.15929285       -109.49523527       -106.02787170
      200000    -8007.2629189906      643.6824025972   -8.00726292e-02    2.51980806e-05  |       -109.39668227       -107.54219547         77.33835856        138.79391520      1.08590078e+02  |       -108.40399400       -107.25449925        -99.22740885       -109.23935855       -109.42234624       -109.49185713       -108.74331338       -108.98744733       -109.30066505       -109.46571697        -99.44536412       -109.11970842       -109.24475283       -109.49489051       -108.70108064       -108.90488056       -104.85804606       -103.23280099       -102.75164945       -109.49466397       -109.43499416       -107.58836989       -106.29821619       -109.48004519       -109.37229154       -105.58249398       -108.09257119       -109.49770337       -109.05834121       -104.25060878       -108.46523142       -109.44494389
      300000    -8007.0136242121      644.2743423621   -8.00701362e-02    3.15167058e-05  |       -109.27646169       -106.28968760         74.97773560        156.46615829      1.25154206e+02  |       -108.92590130       -103.88793213       -103.00790054       -109.35592866       -106.46199617       -108.90721941       -107.03783695       -108.58105489       -107.52867489       -109.49755791       -108.76323083       -109.49546605       -104.82852172       -107.98699613       -108.89298512       -109.24261451        -89.64921075       -105.72562540       -108.30726744       -109.22876559       -103.18503751       -108.66667694       -109.33588981       -109.43153232       -106.99576668       -104.18777123       -100.38482307       -108.15901726        -96.96244462       -104.47458874       -104.67602229       -109.49774621
      400000    -8006.9517494757      644.2170684832   -8.00695175e-02    3.10430530e-05  |       -107.16043003       -107.48211963         81.62734919        152.44463982      1.26589869e+02  |       -106.62458697       -108.06686226       -108.28678250       -109.44227822       -109.43173470       -106.91375364       -108.03090230       -108.43302590       -105.70480011       -108.50191533       -109.34943325       -108.79041184       -108.89162970       -109.18965643        -99.59492906       -104.31803919       -108.08922285        -95.02932942       -109.17277836       -108.03087054       -109.03860590       -109.24248534       -109.02311927       -109.04844743       -107.56461108       -109.07508802       -106.86800827       -109.48570214       -105.57166062       -109.13378357       -109.49746702       -105.98590690
      500000    -8008.4875141671      644.9610368533   -8.00848751e-02    3.60231421e-05  |       -107.66292857       -105.99802424         78.50081817        125.23708443      9.77398784e+01  |       -102.36299423       -105.53683132       -107.36695325       -107.97540017       -108.62571520       -107.69346359       -109.48779665       -102.03165044       -109.17526915       -109.48685421       -109.17558984       -109.48838534        -95.90941914       -109.48925279       -107.46620593       -109.47454716       -108.98945485       -108.68276145       -106.28953775       -108.99469582        -97.88842390       -107.20852744       -109.12777948       -109.48301719       -108.80513296        -92.02075445        -82.13117177       -109.29760640       -109.33675714       -109.45851179       -109.36537218       -104.11094270
      600000    -8008.5325793475      644.5974608992   -8.00853258e-02    3.23152015e-05  |       -108.51824193       -105.46021938         79.04955072        138.62268199      1.12212013e+02  |        -95.40304611       -107.92132370       -105.43744274       -103.24140219       -109.22010002       -107.73918589       -109.15019275       -106.15608883       -100.58728290       -109.47602660       -107.34088272       -109.45164060       -106.39006217       -107.18883108       -109.04550791        -94.03692363        -96.92305905       -101.98924627       -108.64493263       -109.44002633       -104.26432597       -108.34729545       -109.07407653       -102.97747662        -99.76956364       -101.19362905       -108.89645176       -108.00138417       -109.32792192       -105.80131963       -106.47874938       -105.81162205
      700000    -8008.5283081766      645.0092894943   -8.00852831e-02    3.64403287e-05  |       -107.99650483       -105.41976510         71.70090060        137.81869165      1.04099827e+02  |       -108.40503290        -99.48161386       -109.27078335        -96.91207930        -91.91812597       -108.73506453       -107.67952616       -104.99955982       -104.54745459       -108.87418825       -108.77216204       -108.57237095       -105.39213239       -106.80008850       -104.88220385       -108.30055793       -109.12656359       -105.60818048       -106.68983474       -107.79593282       -104.95988107       -108.17925593        -96.67301563       -108.95117322       -108.64563752       -108.20827833       -109.20006237       -109.49647644       -109.42882614        -82.47512932       -108.53499129       -105.91629982
      800000    -8005.4058612637      644.3380814796   -8.00540586e-02    3.47285144e-05  |       -109.15052247       -107.89691832         70.41764549        120.58772071      8.31084479e+01  |       -105.80349702       -104.77333509       -109.14024440       -105.46685576       -109.00665441       -109.14063283       -105.02431405       -109.44335891       -109.43551547       -109.35671417       -106.62801174       -105.14520182       -109.02594759       -108.75429665       -106.27328356       -108.81315691       -108.39056422       -106.71182509       -108.36032271       -109.44028653       -109.42123839       -105.95826377       -109.44852727       -108.69880070       -109.15960980       -109.48031435       -109.48623544       -108.70892320       -109.28561175       -109.49774805       -108.05368131       -101.36841332
      900000    -8004.4061154530      644.1049296773   -8.00440612e-02    3.39975707e-05  |       -109.47390590       -105.20380636         77.78386897        139.75795191      1.12338015e+02  |       -108.38394223       -109.45199355       -109.05096566       -108.98409740       -108.35022538       -109.39973160       -108.09032779        -88.55871654       -109.39743789       -107.52829490       -101.60858894       -105.73033362       -103.88634970       -101.17851462       -109.45520646        -98.20524034        -99.82349592        -98.92787034       -108.97998956        -95.59553743        -94.82224897       -108.55132135       -105.06291130       -108.12291857       -109.47280265       -105.54071767       -100.25549920       -107.49623812       -108.43910939       -109.35788221       -109.44558699       -109.36770734
     1000000    -8004.8112874362      644.1018836790   -8.00481129e-02    3.33184620e-05  |       -109.48105544       -105.68784950         81.76798587        162.03331034      1.38113447e+02  |       -108.98444855       -102.96423604       -108.88125831       -107.28130249       -105.03181577       -109.42466093       -108.65152245       -106.09681147       -109.17190036       -108.00270417       -109.48744701       -109.35400262       -109.33701231       -107.27083083       -101.74860007       -104.64279229       -109.20480332       -107.56021807        -91.52706078       -109.38455494       -107.65375470        -67.66772359       -104.00104882       -109.35857323       -109.36721254       -109.47789420       -105.92712914       -108.86124114       -109.13208425       -107.60385233       -106.51623271       -102.43645454
