**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.40000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 39994.23231707  15998.24368452      100000     3.99942e-01     2.85750e-05
 79987.34369656  31995.81730190      200000     3.99937e-01     2.97077e-05
119980.37023818  47993.45465801      300000     3.99935e-01     3.05239e-05
159970.83211094  63988.94479091      400000     3.99927e-01     3.06924e-05
199963.15544372  79985.97414385      500000     3.99926e-01     3.08941e-05
239957.87154734  95984.95353142      600000     3.99930e-01     3.10889e-05
279948.78893498 111980.93706049      700000     3.99927e-01     3.12888e-05
319941.64092243 127978.70122245      800000     3.99927e-01     3.17303e-05
359935.53670476 143976.67097794      900000     3.99928e-01     3.13744e-05
399928.45459040 159974.44252352     1000000     3.99928e-01     3.16737e-05
439922.49498025 175972.66158040     1100000     3.99930e-01     3.15092e-05
479915.65423628 191970.27640174     1200000     3.99930e-01     3.14559e-05
519909.24793240 207967.96553411     1300000     3.99930e-01     3.12007e-05
559901.57907910 223965.05102687     1400000     3.99930e-01     3.12720e-05
599893.52324287 239961.49613537     1500000     3.99929e-01     3.11133e-05
639885.87737758 255958.76831805     1600000     3.99929e-01     3.12864e-05
679876.94030244 271954.77420908     1700000     3.99928e-01     3.13018e-05
719871.95459874 287954.14129495     1800000     3.99929e-01     3.14269e-05
759865.57701194 303952.28643038     1900000     3.99929e-01     3.14817e-05
799859.85828394 319950.89137606     2000000     3.99930e-01     3.14975e-05
