**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.72000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 71985.76018540  51822.24086493      100000     7.19858e-01     2.74417e-05
143970.25135435 103642.98682199      200000     7.19851e-01     2.91022e-05
215956.00648366 155465.57487250      300000     7.19853e-01     2.97303e-05
287942.50470274 207289.06995637      400000     7.19856e-01     2.96373e-05
359928.90697868 259112.75158916      500000     7.19858e-01     3.02309e-05
431914.64762522 310935.25914260      600000     7.19858e-01     3.02574e-05
503899.42424179 362756.54595910      700000     7.19856e-01     3.05151e-05
575885.14328840 414579.40677251      800000     7.19856e-01     3.09799e-05
647870.86434788 466402.27824023      900000     7.19857e-01     3.13501e-05
719857.92403593 518226.94184537     1000000     7.19858e-01     3.15110e-05
791842.99158701 570048.63295103     1100000     7.19857e-01     3.15479e-05
863828.88427789 621871.40187386     1200000     7.19857e-01     3.14868e-05
935813.01437984 673691.71196643     1300000     7.19856e-01     3.14957e-05
1007797.65468368 725512.55295304     1400000     7.19855e-01     3.13578e-05
1079781.08340095 777331.89828572     1500000     7.19854e-01     3.14042e-05
1151763.11444906 829149.01157000     1600000     7.19852e-01     3.13073e-05
1223747.53691974 880969.55063106     1700000     7.19851e-01     3.12117e-05
1295731.50493041 932789.48318909     1800000     7.19851e-01     3.11534e-05
1367716.39333875 984611.05078563     1900000     7.19851e-01     3.12642e-05
1439702.92528514 1036434.83663324     2000000     7.19851e-01     3.12900e-05
