**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 1.06000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
106532.48370393 113494.68087206      100000     1.06532e+00     2.98003e-05
213077.83965606 227016.69074344      200000     1.06539e+00     2.93099e-05
319605.70872368 340501.10936251      300000     1.06535e+00     2.80418e-05
426139.88012278 453999.43572562      400000     1.06535e+00     2.86054e-05
532668.87678895 567486.86231527      500000     1.06534e+00     2.91954e-05
639204.75373291 680988.63486319      600000     1.06534e+00     2.90659e-05
745742.23387512 794493.83250912      700000     1.06535e+00     2.89865e-05
852270.04287265 907978.39429839      800000     1.06534e+00     2.88898e-05
958803.33790356 1021474.98130547      900000     1.06534e+00     2.91881e-05
1065340.44574582 1134979.41092321     1000000     1.06534e+00     2.91456e-05
1171874.31954745 1248476.93571263     1100000     1.06534e+00     2.90979e-05
1278406.10187486 1361969.93001229     1200000     1.06534e+00     2.89963e-05
1384941.55123108 1475470.84864237     1300000     1.06534e+00     2.89958e-05
1491479.58424658 1588977.43600269     1400000     1.06534e+00     2.91123e-05
1598014.25187409 1702477.16732585     1500000     1.06534e+00     2.94230e-05
1704553.88663398 1815986.93606569     1600000     1.06535e+00     2.93536e-05
1811088.42849221 1929485.69251370     1700000     1.06535e+00     2.91977e-05
1917631.43270293 2043002.88105575     1800000     1.06535e+00     2.92822e-05
2024159.28096352 2156487.59068716     1900000     1.06535e+00     2.92597e-05
2130696.99571133 2269993.43119533     2000000     1.06535e+00     2.92937e-05
