**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 1.11000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
111200.95341124 123659.65430396      100000     1.11201e+00     3.13391e-05
222402.34859483 247320.39568163      200000     1.11201e+00     3.18619e-05
333597.25004459 370966.70063809      300000     1.11199e+00     3.20550e-05
444801.61101751 494633.87406023      400000     1.11200e+00     3.17279e-05
556013.84926771 618318.81057271      500000     1.11203e+00     3.20188e-05
667218.17075191 741985.85190884      600000     1.11203e+00     3.17327e-05
778419.98780048 865647.08944875      700000     1.11203e+00     3.11943e-05
889623.87125188 989312.81408599      800000     1.11203e+00     3.06546e-05
1000829.06702941 1112981.53427860      900000     1.11203e+00     3.03203e-05
1112036.51500457 1236655.57733131     1000000     1.11204e+00     3.03666e-05
1223239.67564559 1360320.30252231     1100000     1.11204e+00     3.06022e-05
1334437.71615053 1483973.22771130     1200000     1.11203e+00     3.04548e-05
1445643.51896338 1607643.40223329     1300000     1.11203e+00     3.03189e-05
1556850.29121849 1731315.92768657     1400000     1.11204e+00     3.03416e-05
1668057.22661881 1854988.51483577     1500000     1.11204e+00     3.01604e-05
1779260.44715434 1978653.09491010     1600000     1.11204e+00     3.01613e-05
1890473.42711796 2102339.19334388     1700000     1.11204e+00     3.00519e-05
2001677.10479434 2226004.98553917     1800000     1.11204e+00     3.01673e-05
2112876.26633573 2349660.65678419     1900000     1.11204e+00     3.02302e-05
2224078.72378212 2473323.52124204     2000000     1.11204e+00     3.02182e-05
