**********************
RPMD umbrella sampling
**********************

Temperature                             = 300 K
Number of beads                         = 32
Time step                               = 0.0005 ps
Reaction coordinate                     = 0.90000000
Equilibration time                      = 10 ps (20000 steps)
Trajectory evolution time               = 50 ps (100000 steps)
Force constant                          = 30

=============== =============== =========== =============== ===============
total av        total av2       count       xi_mean         xi_var
=============== =============== =========== =============== ===============
 89788.45008363  80622.53062374      100000     8.97885e-01     2.87294e-05
179578.50130042 161248.09094268      200000     8.97893e-01     2.95015e-05
269361.80772849 241861.52994816      300000     8.97873e-01     2.97280e-05
359144.67965211 322473.88405646      400000     8.97862e-01     2.90794e-05
448928.20018399 403087.33145315      500000     8.97856e-01     2.85472e-05
538715.39568836 483707.53906618      600000     8.97859e-01     2.84608e-05
628498.96405199 564321.24928140      700000     8.97856e-01     2.84218e-05
718283.06237806 644936.12917618      800000     8.97854e-01     2.86651e-05
808066.70303576 725549.91065125      900000     8.97852e-01     2.85470e-05
897857.90387507 806177.35649402     1000000     8.97858e-01     2.85409e-05
987644.47033615 886796.44639853     1100000     8.97859e-01     2.85052e-05
1077425.12775110 967404.98459101     1200000     8.97854e-01     2.85247e-05
1167211.80341737 1048024.35001492     1300000     8.97855e-01     2.85568e-05
1256997.74117967 1128642.31032218     1400000     8.97856e-01     2.85271e-05
1346780.23904651 1209254.33637806     1500000     8.97853e-01     2.86632e-05
1436567.37360205 1289874.52755948     1600000     8.97855e-01     2.86817e-05
1526353.13891561 1370492.25213346     1700000     8.97855e-01     2.86934e-05
1616143.60407102 1451118.33000678     1800000     8.97858e-01     2.86559e-05
1705927.68841640 1531733.14797619     1900000     8.97857e-01     2.87266e-05
1795708.51227165 1612341.70695460     2000000     8.97854e-01     2.85882e-05
